1,5
2,6
3,6
4,6
5,8
6,9
7,9
8,9
9,10
10,9
11,8
12,9
13,10
14,10
15,10
16,11
17,8
18,9
19,10
20,10
21,10
22,9
23,10
24,8
25,10
26,9
27,9
28,10
29,11
30,10
31,10
32,10
33,10
34,10
35,9
36,10
37,12
38,10
39,10
40,10
41,11
42,11
43,11
44,10
45,10
46,11
47,12
48,10
49,10
50,11
51,10
52,10
53,12
54,13
55,11
56,11
57,12
58,11
59,11
60,10
61,10
62,12
63,13
64,11
65,12
66,10
67,10
68,11
69,11
70,11
71,12
72,11
73,11
74,10
75,13
76,10
77,10
78,9
79,10
80,11
81,10
82,9
83,12
84,12
85,12
86,12
87,11
88,10
89,11
90,11
91,11
92,11
93,12
94,12
95,11
96,10
97,10
98,10
99,12
100,10
101,12
102,11
103,11
104,10
105,10
106,10
107,11
108,12
109,10
110,11
111,14
112,10
113,10
114,10
115,10
116,10
117,9
118,10
119,10
120,12
121,10
122,11
123,12
124,10
125,10
126,11
127,10
128,10
129,12
130,11
131,11
132,12
133,12
134,12
135,12
136,14
137,12
138,12
139,14
140,14
141,13
142,12
143,12
144,14
145,12
146,13
147,13
148,14
149,14
150,12
151,12
152,14
153,14
154,14
155,13
156,14
157,12
158,13
159,14
160,14
161,16
162,14
163,16
164,14
165,14
166,15
167,14
168,18
169,16
170,16
171,16
172,13
173,16
174,14
175,14
176,16
177,15
178,15
179,14
180,14
181,16
182,14
183,14
184,15
185,16
186,16
187,15
188,16
189,15
190,16
191,14
192,15
193,14
194,13
195,17
196,17
197,17
198,17
199,14
200,16
201,16
202,14
203,16
204,15
205,16
206,15
207,14
208,16
209,16
210,17
211,17
212,16
213,18
214,16
215,18
216,17
217,18
218,19
219,16
220,17
221,16
222,18
223,17
224,17
225,17
226,17
227,17
228,18
229,18
230,22
231,17
232,16
233,17
234,20
235,20
236,18
237,19
238,17
239,17
240,16
241,16
242,18
243,17
244,19
245,16
246,16
247,17
248,18
249,19
250,20
251,19
252,20
253,18
254,18
255,18
256,17
257,20
258,19
259,25
260,19
261,26
262,21
263,22
264,21
265,19
266,22
267,22
268,20
269,19
270,21
271,19
272,19
273,19
274,22
275,19
276,19
277,22
278,17
279,22
280,23
281,18
282,21
283,20
284,19
285,20
286,19
287,21
288,18
289,22
290,18
291,19
292,20
293,20
294,19
295,17
296,21
297,17
298,19
299,20
300,20
301,21
302,21
303,20
304,20
305,19
306,20
307,22
308,19
309,25
310,18
311,19
312,18
313,20
314,22
315,19
316,22
317,18
318,18
319,19
320,18
321,19
322,20
323,20
324,20
325,20
326,20
327,22
328,22
329,21
330,23
331,20
332,22
333,27
334,20
335,23
336,20
337,21
338,22
339,21
340,23
341,22
342,20
343,21
344,20
345,20
346,24
347,25
348,22
349,24
350,22
351,24
352,24
353,22
354,24
355,22
356,21
357,20
358,24
359,20
360,21
361,24
362,24
363,21
364,22
365,24
366,23
367,22
368,19
369,26
370,22
371,22
372,20
373,22
374,24
375,24
376,26
377,22
378,22
379,22
380,19
381,20
382,21
383,22
384,22
385,21
386,25
387,21
388,22
389,23
390,22
391,21
392,20
393,22
394,26
395,24
396,27
397,23
398,21
399,24
400,24
401,26
402,24
403,24
404,29
405,24
406,23
407,25
408,26
409,23
410,24
411,24
412,23
413,25
414,24
415,25
416,28
417,25
418,24
419,26
420,25
421,24
422,27
423,24
424,25
425,27
426,25
427,26
428,24
429,25
430,26
431,26
432,26
433,27
434,29
435,24
436,24
437,29
438,26
439,28
440,29
441,26
442,26
443,26
444,25
445,31
446,26
