0,0
1,0
2,0
3,4
4,6
5,6
6,7
7,7
8,7
9,8
10,7
11,7
12,6
13,7
14,6
15,6
16,8
17,7
18,7
19,7
20,7
21,7
22,7
23,8
24,8
25,8
26,7
27,8
28,7
29,8
30,8
31,8
32,10
33,8
34,7
35,8
36,10
37,10
38,9
39,10
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,12
49,13
50,12
51,12
52,12
53,10
54,12
55,12
56,12
57,12
58,10
59,10
60,13
61,10
62,11
63,10
64,12
65,10
66,11
67,12
68,10
69,11
70,10
71,12
72,12
73,12
74,12
75,12
76,13
77,12
78,10
79,10
80,12
81,10
82,12
83,11
84,12
85,12
86,12
87,12
88,12
89,12
90,13
91,12
92,14
93,14
94,13
95,12
96,13
97,14
98,12
99,13
100,13
101,12
102,12
103,13
104,13
105,13
106,13
107,15
108,13
109,12
110,12
111,12
112,13
113,13
114,13
115,15
116,14
117,14
118,14
119,13
120,13
121,15
122,14
123,12
124,13
125,13
126,12
127,14
128,12
129,17
130,14
131,14
132,13
133,14
134,14
135,14
136,13
137,13
138,14
139,13
140,15
141,15
142,13
143,14
144,13
145,15
146,14
147,13
148,14
149,13
150,13
151,14
152,14
153,16
154,14
155,14
156,15
157,15
158,14
159,14
160,15
161,15
162,12
163,13
164,16
165,14
166,13
167,15
168,14
169,14
170,14
171,14
172,13
173,14
174,14
175,15
176,14
177,17
178,14
179,14
180,14
181,14
182,16
183,15
184,15
185,16
186,16
187,17
188,17
189,17
190,22
191,17
192,18
193,18
194,17
195,20
196,19
197,18
198,19
199,18
200,18
201,19
202,18
203,20
204,20
205,18
206,18
207,18
208,17
209,21
210,20
211,22
212,22
213,22
214,21
215,24
216,27
217,22
218,23
219,25
220,27
221,30
222,27
223,21
224,25
225,27
226,24
227,25
228,23
229,27
230,22
231,27
232,23
233,23
234,28
235,25
236,26
237,27
238,23
239,28
240,24
241,25
242,23
243,25
244,26
245,25
246,25
247,24
248,23
249,23
250,22
251,23
252,23
253,24
254,23
255,27
256,31
257,31
258,34
259,30
260,33
261,28
262,29
263,32
264,32
265,29
266,29
267,32
268,31
269,34
270,32
271,36
272,30
273,31
274,33
275,39
276,35
277,37
278,36
279,37
280,33
281,40
282,37
283,38
284,37
285,37
286,38
287,38
288,44
289,42
290,38
291,45
292,42
293,50
294,42
295,41
296,45
297,39
298,39
299,41
300,38
301,39
302,39
303,44
304,39
305,45
306,38
307,41
308,42
309,43
310,48
311,46
312,46
313,48
314,49
315,47
316,51
317,41
318,48
319,43
320,43
321,44
322,48
323,45
324,47
325,57
326,56
327,51
328,54
329,52
330,51
331,60
332,52
333,47
334,52
335,55
336,51
337,53
338,51
339,52
340,53
341,53
342,57
343,67
344,53
345,53
346,62
347,50
348,52
349,55
350,52
351,56
352,52
353,57
354,56
355,53
356,58
357,57
358,65
359,63
360,63
361,70
362,63
363,70
364,60
365,65
366,65
367,69
368,66
369,70
370,65
371,71
372,69
373,64
374,66
375,85
376,68
377,65
378,73
379,80
380,77
381,73
382,77
383,73
384,69
385,71
386,69
387,73
388,68
389,68
390,76
391,73
392,78
393,75
394,86
395,89
396,81
397,86
398,86
399,84
400,82
401,86
402,84
403,91
404,92
405,82
406,77
407,90
408,82
409,79
410,77
411,83
412,81
413,88
414,78
415,85
416,90
417,81
418,85
419,86
420,104
421,82
422,86
423,82
424,86
425,87
426,89
427,109
428,123
429,112
430,101
431,117
432,113
433,120
434,104
435,105
436,112
437,122
438,133
439,129
440,125
441,116
442,132
443,129
444,110
445,126
446,122
447,117
448,121
449,114
450,134
451,129
452,134
453,133
454,122
455,138
456,145
457,120
458,148
459,136
460,124
461,141
462,146
463,135
464,144
465,154
466,134
467,146
468,167
469,143
470,149
471,186
472,152
473,147
474,144
475,152
476,147
477,152
478,163
479,149
480,154
481,151
482,150
483,156
484,157
485,150
486,161
487,144
488,163
489,151
490,148
491,158
492,162
493,158
494,160
495,150
496,147
497,171
498,150
499,146
500,167
501,155
502,149
503,150
504,141
505,161
506,167
507,155
508,156
509,152
510,152
511,155
512,159
513,154
514,152
515,154
516,156
517,153
518,159
519,149
520,153
521,153
522,147
523,161
524,160
525,153
526,156
527,164
528,166
529,153
530,152
531,182
532,158
533,158
