1,2
2,2
3,3
4,3
5,4
6,4
7,4
8,5
9,4
10,8
11,4
12,6
13,4
14,5
15,5
16,7
17,4
18,7
19,4
20,6
21,6
22,6
23,6
24,6
25,9
26,6
27,6
28,8
29,7
30,8
31,8
32,9
33,9
34,7
35,9
36,8
37,8
38,10
39,9
40,10
41,8
42,8
43,8
44,8
45,8
46,8
47,7
48,10
49,8
50,8
51,7
52,8
53,9
54,8
55,9
56,10
57,8
58,7
59,8
60,9
61,10
62,8
63,7
64,8
65,8
66,14
67,11
68,7
69,9
70,7
71,9
72,8
73,8
74,8
75,9
76,8
77,9
78,8
79,8
80,8
81,8
82,7
83,9
84,8
85,11
86,9
87,9
88,9
89,12
90,9
91,11
92,9
93,11
94,9
95,9
96,9
97,9
98,10
99,9
100,9
101,9
102,9
103,10
104,10
105,9
106,11
107,9
108,9
109,10
110,12
111,10
112,10
113,15
114,12
115,12
116,10
117,15
118,11
119,10
120,10
121,12
122,10
123,14
124,12
125,15
126,11
127,11
128,13
129,13
130,14
131,12
132,14
133,12
134,11
135,12
136,15
137,13
138,12
139,11
140,15
141,12
142,12
143,12
144,10
145,11
146,10
147,10
148,10
149,17
150,10
151,13
152,13
153,13
154,12
155,11
156,12
157,12
158,17
159,12
160,11
161,12
162,12
163,11
164,11
165,10
166,15
167,11
168,13
169,11
170,11
171,13
172,11
173,14
174,13
175,12
176,12
177,10
178,10
179,12
180,15
181,14
182,11
183,11
184,12
185,12
186,11
187,12
188,13
189,12
190,12
191,13
192,13
193,15
194,13
195,16
196,15
197,12
198,14
199,15
200,16
201,17
202,20
203,14
204,14
205,16
206,17
207,14
208,15
209,15
210,14
211,18
212,18
213,18
214,16
215,17
216,15
217,18
218,15
219,20
220,17
221,13
222,15
223,18
224,15
225,18
226,16
227,16
228,16
229,15
230,19
231,18
232,15
233,18
234,15
235,16
236,16
237,15
238,18
239,15
240,16
241,15
242,17
243,17
244,18
245,14
246,18
247,18
248,16
249,14
250,17
251,17
252,19
253,15
254,17
255,15
256,18
257,17
258,16
259,16
260,16
261,16
262,15
263,15
264,18
265,24
266,18
267,17
268,18
269,17
